times,Y_label,gas_v,mole
20.0,0.0,0.0,39.66593933105469
290.99005,0.0,7.592425494435639e-06,39.654263496398926
561.9713,0.0,1.5091130444242808e-05,39.64255332946777
832.93506,0.0,2.3027246783216493e-05,39.63094520568848
1103.8727,0.0,3.105107140889121e-05,39.619343757629395
1374.7753,0.0,3.907857975233889e-05,39.60772132873535
1645.6343,0.0,4.7104526457972257e-05,39.596086502075195
1916.4408,1.587691083225297e-05,5.507004000755441e-05,39.57786464691162
2187.1863,3.856791504687194e-05,6.304577536434021e-05,39.556711196899414
2457.8618,6.125305710815047e-05,7.102812577513338e-05,39.535481452941895
2728.459,8.393163110233552e-05,7.90169100913582e-05,39.51417064666748
2998.9688,0.00010660287996250355,8.701193071911289e-05,39.49277877807617
3269.3826,0.0001292660875442674,9.501299565305908e-05,39.471303939819336
3539.692,0.00015192053770323995,0.00010301988238087302,39.44975280761719
3809.888,0.00017456549383376582,0.00011130892905252546,39.428232192993164
4079.9622,0.00019720023979145793,0.00011991967514472088,39.40675735473633
4349.9062,0.0002198240798931973,0.00012853590928667359,39.38521099090576
4619.7104,0.00024243619568825578,0.00013715741649386736,39.3635892868042
4889.367,0.00026503595287731904,0.0001457839944819785,39.34189414978027
5158.868,0.0002876226557772682,0.00015441541539961876,39.320130348205566
5428.204,0.0003101955268599114,0.00016305148573536696,39.298288345336914
5697.3667,0.0003327538704421298,0.00017169198323879097,39.2763729095459
5966.3477,0.00035529699084080443,0.0001813909469445558,39.25479507446289
6235.138,0.00037782415145027996,0.00019128950703850822,39.233211517333984
6503.73,0.00040033465658743743,0.00020119204227144014,39.211565017700195
6772.114,0.0004228277287240851,0.0002110982431075091,39.18985843658447
7040.283,0.00044530283586724967,0.00022100794786339143,39.1680908203125
7308.2275,0.00046775907772113014,0.00023092081274151639,39.14626121520996
7575.9395,0.0004901958404476804,0.0002408366282809837,39.12437152862549
7843.4116,0.0005126125102088544,0.00025072128446953617,39.10243320465088
8110.6343,0.0005350082685539239,0.0002604550082688435,39.08049774169922
8377.601,0.0005573825425673792,0.00027019086142881957,39.058502197265625
8644.301,0.0005797345137984921,0.00027992856880822836,39.0364465713501
8910.728,0.0006020635684092165,0.0002896677774692947,39.01434516906738
9176.871,0.0006243688879488244,0.0002994083685022844,38.992177963256836
9442.726,0.0006466499813468787,0.0003091499758602959,38.9699649810791
9708.282,0.0006689061119977242,0.0003188924286891173,38.94769763946533
9973.535,0.0006911367888309238,0.00032937128080880515,38.92567825317383
10238.471,0.0007133408660154584,0.0003407015558733221,38.90394687652588
10503.083,0.0007355178524808908,0.00035203121359872236,38.882179260253906
10767.368,0.0007576674208469297,0.00036336023919671215,38.86036396026611
11031.316,0.0007797887526628473,0.0003746881299960511,38.83851337432861
11294.916,0.0008018808657877695,0.0003860144748168893,38.816622734069824
11558.163,0.0008239434328414052,0.0003973392090056081,38.79468631744385
11821.05,0.0008459757990631719,0.00040866187462673946,38.7727165222168
12083.567,0.000867977227847414,0.0004198255214055726,38.750760078430176
12345.707,0.0008899469825884764,0.0004309113110212997,38.728790283203125
12607.463,0.0009118845722159222,0.0004419942146053183,38.70678424835205
12868.828,0.0009337894238142415,0.00045307392637786934,38.684746742248535
13129.793,0.0009556607189327062,0.0004641500177341943,38.662678718566895
13390.35,0.0009774978028107338,0.0004752222586434053,38.64057540893555
13650.493,0.0009993002662229604,0.0004862903935424575,38.61844348907471
13910.215,0.0010210673725637306,0.0004973541579633348,38.59627723693848
14169.508,0.0010427985489175344,0.0005093129707079384,38.57456970214844
14428.362,0.001064492976833644,0.0005214890987417171,38.552958488464355
14686.775,0.0010861504107768404,0.0005336589971298097,38.53132152557373
14944.737,0.0011077700322963961,0.0005458219173796286,38.50967311859131
15202.241,0.0011293512684768011,0.0005579778430024395,38.48799800872803
15459.28,0.0011508935464025459,0.0005701263260864353,38.466307640075684
15715.847,0.0011723962113130474,0.0005822670166947485,38.44459819793701
15971.936,0.0011969686491071334,0.0005943221005723733,38.42788887023926
16227.538,0.0012228829684178472,0.0006068830237629046,38.413818359375
16482.646,0.0012487471891732508,0.0006195486047050243,38.399850845336914
16737.258,0.0012745610143463366,0.0006321988583590977,38.38590049743652
16991.361,0.001300323354838076,0.000644833134795272,38.37197208404541
17244.953,0.0013260338146124583,0.0006574513327704903,38.35805892944336
17498.025,0.0013516916015974634,0.0006700529379365961,38.344167709350586
17750.57,0.0013772959237210703,0.000682637536667177,38.33029651641846
18002.586,0.0014028465829652736,0.0006952049143930928,38.316450119018555
18254.059,0.0014283421932040374,0.0007085304348992652,38.303032875061035
